"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","dataset_id","weight_kg","weight_class"
"2017-P","660",867.020193737819,"Kondo, Eiji","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Wolf",16,390.159087182019,"light"
"2017-P","696",834.071650941085,"No 1","Winkler","Manitoba","Canada","Roland Pumpkin Fair","Winkler 843.5","Shenola 1824",357.072954284119,892.138382400809,0,"Dill's Atlantic",16,375.332242923488,"light"
"2019-P","663",778.048157221278,"McClure, Roy","Langley","British Columbia","Canada","Great White North Pumpkin Weigh-off and Fair",NA,NA,0,0,0,"Champion",16,350.121670749575,"light"
"2017-P","702",838.59635972087,"Carley, Marg","Port Carling","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off","Hoelke 1803","Sib",309.890576452866,839.081391420751,2.01551610066389,"Atlantic Giant",16,377.368361874392,"light"
"2017-P","354",1169.02155221316,"Tingley, Daryl","Carman","Manitoba","Canada","Roland Pumpkin Fair",NA,NA,379.829140211422,1233.27298865646,0,"Spirit",16,526.059698495923,"medium"
"2014-P","347",1222.54991408656,"Terwin, Marlene","Richmond","British Columbia","Canada","BC Giant Pumpkin Weigh-off","1985 Miller","Sibb",391.400978267431,NA,3.98943364420617,"Blue Hubbard",16,550.147461338951,"medium"
"2019-P","1556",142.746293795935,"Uematu, Hiromasa","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Moose",16,64.2358322081708,"light"
"2021-P","343",1186.86012534381,"Topini, Giuseppe","Pietravairano","Campania","Italy","Campionato dello Zuccone","2014 Paton","2183 Mendi",377.564479006843,1192.55722832189,1.96779214948624,"Jack O'Lantern",16,534.087056404712,"medium"
"2019-P","1626",96.0780696817668,"Ito, Yoshihiro","Asago","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Casper",16,43.2351313567951,"light"
"2016-P","321",1227.99738581757,"Mclean, Cliff","Napanee","Ontario","Canada","Huglis Blueberry Ranch","1998 jutras 15","2059 daletas 15",337.803326623991,1080.41396621462,13.2364576210264,"Big Max",16,552.598823617906,"medium"
"2021-P","EXH",889.580835147575,"Gregori, Stefano","Malonno","Lombardy","Italy","Sfida degli Zucconi della Brianza","1686.5 Cutrupi '18","Self",334.989089046057,859.393561795224,0,"Big Moose",16,400.311375816409,"light"
"2015-P","241",1287.90393228376,"Lyons, Chris","Langley","British Columbia","Canada","BC Giant Pumpkin Weigh-off","1043 Chan","1177 Carley",390.84236603559,1427.84079249186,0,"Rouge Vif d’Etampes",16,579.556769527691,"medium"
"2018-P","1000",595.435033670288,"Maggiociondolo, Azienda Agricola","Casatenovo","Lombardy","Italy","Festa della zucca di sale","2009 wallace cross","1945 stelt",293.377331095432,538.130894968802,6.03901213618848,"Early Giant",16,267.94576515163,"light"
"2018-P","118",1413.74692323244,"Hoelke, Ryan","RR#1 Delhi","Ontario","Canada","Wallaceburg Kinsmen","1337Butler","1836 Tobek",384.571749619057,1353.02031686563,10.2183456066068,"Early Giant",16,636.186115454597,"medium"
"2018-P","26",1979.12082224948,"MacDougall, Mike & Carmen","Camlachie","Ontario","Canada","Woodbridge Fair GPC Weigh-off","2145 McMullen","2363 Holland",463.989323087662,1889.57028887454,6.8602035731478,"Dill's Atlantic",16,890.604370012265,"heavy"
"2016-P","418",1189.04803151745,"Bedard, Annie","Thornbury","Ontario","Canada","Port Elgin Pumpkinfest","1675 Timm Brant","Self",402.127059034345,1347.01347317164,0,"Jack O'Lantern",16,535.071614182852,"medium"
"2014-P","1648",123.999619873854,"Pitre, Andrew","Busby","Alberta","Canada","Great White North Pumpkin Weigh-off and Fair",NA,NA,0,0,0,"Dill's Atlantic",16,55.7998289432345,"light"
"2021-P","97",1726.40242199163,"Downton, Adam","Stickney","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.","2004 VanderWielen","1959 Hunt",406.750407306163,1733.61712296155,6.10318515474798,"Wolf",16,776.881089896236,"heavy"
"2017-P","1152",435.653757471859,"Bouvette, Hebert","Airdrie","Alberta","Canada","Great White North Pumpkin Weigh-off and Fair",NA,NA,0,0,0,"Dill's Atlantic",16,196.044190862337,"light"
"2015-P","601",1000.60126612456,"Mati, Jacopo","Buja","Other","Italy","Festa della zucca di sale",NA,NA,364.830436529583,1078.41103438849,0,"Autumn Gold",16,450.270569756053,"medium"
"2015-P","EXH",1347.34572204404,"Hubatka, Jamie","Campbell River","British Columbia","Canada","Central Market Giant Pumpkin Weigh-off","1177 Carley","1170 Carley",394.831511404703,1481.77091635652,0,"Wolf",16,606.30557491982,"medium"
"2016-P","1410",279.690837318176,"Sakaide Junior Chamber","Kurashiki","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Champion",16,125.860876793179,"light"
"2014-P","1612",155.802752495938,"Ferguson, Paul","SMOKY LAKE","Alberta","Canada","Great White North Pumpkin Weigh-off and Fair",NA,NA,0,0,0,"Blue Hubbard",16,70.111238623172,"light"
"2014-P","668",828.107531930486,"Carley, Scott","Kentville","Nova Scotia","Canada","AVGVG Glad Gardens","1727 Ansems","1813 Northrup",316.265702884638,742.929200545064,9.85972640404576,"Big Moose",16,372.648389368719,"light"
"2018-P","1070",546.921185605629,"Zaychkowsky, Eddy","Englehart","Ontario","Canada","Woodbridge Fair GPC Weigh-off","2003 Lancastor","Open",295.528291482155,553.211881227174,0,"Connecticut Field",16,246.114533522533,"light"
"2020-P","1222",197.165597374712,"Romoli, Syria","Coccaglio","Lombardy","Italy","Sfida degli Zucconi della Brianza",NA,NA,198.706518454152,198.265147749311,0,"Dill's Atlantic",16,88.7245188186206,"light"
"2018-P","1577",174.512618193045,"Yada, Shizuka","Okayama","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,NA,0,0,"Prizewinner",16,78.5306781868701,"light"
"2019-P","1085",430.368496407427,"Hill, Ron","Blenheim","Ontario","Canada","Port Elgin Pumpkinfest (Sunday)",NA,NA,0,0,0,"Prizewinner",16,193.665823383342,"light"
"2013-P","895",503.738467407456,"Lyons, Chris","Edmundston","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.",NA,NA,284.872279354008,521.79448473659,0,"Champion",16,226.682310333355,"light"
"2017-P","1357",305.653211173067,"Lee, Couille","Gentilly","Quebec","Canada","Potirothon de Gentilly","1378 Tessier 2016",NA,221.628642886331,269.190169691664,8.15515136530756,"Casper",16,137.54394502788,"light"
"2021-P","819",527.974646258097,"McQuay, Dave","Kentville","Nova Scotia","Canada","The Great Howard Dill Giant Pumpkin Classic",NA,NA,0,0,0,"Early Giant",16,237.588590816144,"light"
"2017-P","975",571.481934059581,"Barber, Frank","Trois-Rivieres","Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Big Moose",16,257.166870326812,"light"
"2021-P","740",646.174939926915,"Migliorini, Roberto","Malonno","Lombardy","Italy","Sfida Nazionale della Zucca - Club Maspiano","1455 PETRELLI","1455 PETRELLI",281.394619203234,635.677454332749,3.8311328228106,"Early Giant",16,290.778722967112,"light"
"2013-P","1133",342.40928135894,"Reid, Steve","Sussex","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.",NA,NA,246.020374087038,366.688283522189,0,"Prizewinner",16,154.084176611523,"light"
"2014-P","635",838.001094828094,"Foresta, Caysen","Sussex","New Brunswick","Canada","Journee de la Citrouille - Edmundston","934 Scheider","1317 Clementz",321.668366638753,779.305065995493,8.02014104181007,"Casper",16,377.100492672642,"light"
"2018-P","553",1055.17132239995,"Blanchard, Stephen","ST THOMAS","Ontario","Canada","Port Elgin Pumpkinfest (Sunday)","1803 Holke","150 Butler",0,0,0,"Early Giant",16,474.827095079978,"medium"
"2020-P","1202",245.707322252598,"Furukawa, Yasunori","Izumo","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Autumn Gold",16,110.568295013669,"light"
"2020-P","1279",154.10774702184,"Head, Ray","Ormstown","Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Atlantic Giant",16,69.3484861598281,"light"
"2017-P","600",920.104723136448,"Forresta, Vincent","Ormstown","Quebec","Canada","Potirothon de Gentilly","1585.5 Werner 2014","Self",341.065965358603,815.128541695447,13.8445529880792,"Rouge Vif d’Etampes",16,414.047125411401,"light"
"2018-P","1091",528.823018978038,"Deshaies, Nadia","Erin","Ontario","Canada","Port Elgin Pumpkinfest",NA,NA,0,0,0,"Casper",16,237.970358540117,"light"
"2015-P","1770",53.3070608444182,"Fujii, Sumie",NA,"Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Max",16,23.9881773799882,"light"
"2018-P","596",965.383978800981,"Albert, Zoe","Picton","Ontario","Canada","Prince Edward County Pumpkinfest","2261.5 Wallace","1514 Hunt",358.015157073164,968.377897939359,0,"Wolf",16,434.422790460442,"light"
"2017-P","1552",80.6276951227681,"Fumio, Mori","Kamogawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Jack O'Lantern",16,36.2824628052457,"light"
"2019-P","762",755.653245076672,"Zaychkowsky, Jennifer","Stickney","New Brunswick","Canada","Journee de la Citrouille - Edmundston","1009 Ebbett","1367 McEachern",337.110163639321,802.622597147576,0,"Connecticut Field",16,340.043960284503,"light"
"2019-P","423",1112.01405871464,"Budd, Jordan","Port Carling","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off","1855 Matesa","Self",336.693521968706,921.998398345471,16.9875347074253,"Early Giant",16,500.406326421588,"medium"
"2017-P","611",882.296709006222,"Dettweiler, Paul","Springwaater","Ontario","Canada","Wallaceburg Kinsmen",NA,NA,329.221904767261,910.309607893353,0,"Dill's Atlantic",16,397.0335190528,"light"
"2017-P","1013",600.327892007462,"Prandi, Giuseppe","Farigliano","Piedmont","Italy","Pesa la Zucca! Foiano",NA,NA,314.999561685179,674.692629256865,0,"Autumn Gold",16,270.147551403358,"light"
"2020-P","1329",80.545759295703,"Team N","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Casper",16,36.2455916830663,"light"
"2015-P","1790",25.6476933671739,"Urataki, Noboru",NA,"Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Champion",16,11.5414620152283,"light"
"2020-P","1026",396.825573495441,"Reid, Jeff","Becancour","Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Autumn Gold",16,178.571508072948,"light"
"2013-P","231",1211.65638252114,"Terwin, Marlene","North Alton","Nova Scotia","Canada","The Great Howard Dill Giant Pumpkin Classic","1616 Ansems","993 Ansems",402.071731936202,1318.25924383046,0,"Spirit",16,545.245372134514,"medium"
"2018-P","EXH",144.481782631079,"Ansems, Bill","Millville","Nova Scotia","Canada","Joe King Memorial Giant Pumpkin Weigh-off",NA,NA,0,0,0,"Howden",16,65.0168021839856,"light"
"2021-P","1377",7.49417821463263,"RUSENSTROM, MIKE","N-D Mont-Carmel","Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Prizewinner",16,3.37238019658468,"light"
"2014-P","510",1032.00595179652,"Wojciechowski, Laverne","Oil Springs","Ontario","Canada","Woodbridge Fair GPC Weigh-off","986 Hunt","2009 Wallace",359.659321861407,NA,0,"Champion",16,464.402678308433,"medium"
"2017-P","1080",506.308772440202,"Body, Nick","Tracadie-Sheila","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.","851 Dill","1247 Tingley",291.800129919685,543.968096814523,0,"Prizewinner",16,227.838947598091,"light"
"2016-P","1619",71.5296943131608,"JA Hannantiiki Joseibu","Hokuto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,NA,0,0,"Early Giant",16,32.1883624409224,"light"
"2016-P","739",850.018262813949,"Jocelyne, Vienneau","Eganville","Ontario","Canada","Prince Edward County Pumpkinfest","1317 Clementz","1059 Vincent-McGill",351.781668235998,852.656625856408,0.966562677555672,"Big Max",16,382.508218266277,"light"
"2018-P","1577",177.811892811564,"Minami, Kanetoshi","Marugame","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Spirit",16,80.015351765204,"light"
"2017-P","1547",83.8472453872432,"Cheam, Glenn","Trois-Rivieres","Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Early Giant",16,37.7312604242594,"light"
"2013-P","861",554.074621417779,"Boschi, Valerio","Grosseto","Other","Italy","Festa della zucca di sale",NA,NA,302.141353192056,591.559590969691,0,"Big Max",16,249.333579638,"light"
"2019-P","1536",156.909016114204,"Court, Louise","Canton des Basques","New Brunswick","Canada","Journee de la Citrouille - Edmundston",NA,NA,190.425764249828,145.380285519061,18.0433600310671,"Connecticut Field",16,70.6090572513918,"light"
"2018-P","1745",27.4914892498494,"Ito, Kimiko","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Early Giant",16,12.3711701624322,"light"
"2013-P","737",612.682719896164,"Caissie, Emilie","Port Willams","Nova Scotia","Canada","The Great Howard Dill Giant Pumpkin Classic","1676 Daletas","1789 Wallace",0,0,0,"Blue Hubbard",16,275.707223953274,"light"
"2019-P","619",882.301003724439,"Taylor, Ashley","Steam Mill","Nova Scotia","Canada","AVGVG Glad Gardens","2145 McMullen","1708 Kline",315.077299756739,772.228841569491,14.9172044610275,"Dill's Atlantic",16,397.035451675997,"light"
"2013-P","606",714.997641141802,"Strumecki, Margaret","London","Ontario","Canada","Woodbridge Fair GPC Weigh-off","1432 Northrup","1566 Rodonis",318.377712165871,747.140627035961,0,"Early Giant",16,321.748938513811,"light"
"2015-P","960",711.383817030063,"freres, Pumas","ENNISMORE","Ontario","Canada","Port Elgin Pumpkinfest","2032 Matheson","1969 haist",0,0,0,"Big Max",16,320.122717663528,"light"
"2014-P","1409",319.708549599994,"Naqvi, Rae","Airdrie","Alberta","Canada","Great White North Pumpkin Weigh-off and Fair",NA,NA,0,0,0,"Champion",16,143.868847319997,"light"
"2019-P","1274",319.024900351525,"Ito, Yoshihiro","Hokuto","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Atlantic Giant",16,143.561205158186,"light"
"2021-P","EXH",708.544045148821,"Naqvi, Mahmood","Kakabeka Falls","Ontario","Canada","Thunder Bay District Giant Pumpkin Growers",NA,NA,NA,0,0,"Champion",16,318.844820316969,"light"
"2015-P","1422",365.783964979901,"Muis, Ron","Cantons des Basques","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.",NA,NA,254.07962178205,365.376649800923,0,"Early Giant",16,164.602784240955,"light"
"2020-P","1071",370.425175435098,"Vaillant, Neil","Winkler","Manitoba","Canada","Roland Pumpkin Fair","1514.5 Bryson","1687 Warner",256.766474860435,364.484444853515,0,"Howden",16,166.691328945794,"light"
"2017-P","929",602.285973865413,"Nakagawa, Takao","Nisiyo, Ehime","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Moose",16,271.028688239436,"light"
"2013-P","578",804.675800543054,"Hunt, Jane & Phil","Clinton","Ontario","Canada","Woodbridge Fair GPC Weigh-off","1313 Matesa","1657.6 Bryson",333.998549913836,782.482770888459,0,"Spirit",16,362.104110244374,"light"
"2017-P","527",989.484018800676,"Court, Louise","New Minas","Nova Scotia","Canada","Joe King Memorial Giant Pumpkin Weigh-off",NA,NA,0,0,0,"Spirit",16,445.267808460304,"light"
"2016-P","1278",348.381745011067,"Bryson, Jim and Kelsey","tracadie","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.",NA,NA,114.862418381245,44.9805634852621,100,"Wolf",16,156.77178525498,"light"
"2018-P","179",1425.65654603552,"Locke, David","Belleville","Ontario","Canada","Prince Edward County Pumpkinfest","1413 Clement","1803 Hoelke",378.869105327614,1561.93825583182,NA,"Atlantic Giant",16,641.545445715983,"medium"
"2018-P","1332",374.41849945541,"Hunt, Arya Della","Murillo","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off",NA,NA,257.42948999704,356.985258309945,1.02596963110398,"Spirit",16,168.488324754935,"light"
"2018-P","1700",76.9490377516124,"Okaue, Machiko",NA,"Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Spirit",16,34.6270669882256,"light"
"2016-P","1113",543.296146475699,"Giulio, Belotti","Peccioli","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,288.332541467228,558.270865848269,0,"Connecticut Field",16,244.483265914065,"light"
"2014-P","361",1100.91925338165,"Dimario, Eric","St. Simone","New Brunswick","Canada","Journee de la Citrouille - Edmundston","1813 Northrup","open",372.95787574641,1111.06008082079,8.33432701158977,"Early Giant",16,495.413664021744,"medium"
"2014-P","210",1285.37662006569,"Perras, Kerri","Edmundston","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.","1813 Northrup","1495 Stelts",379.280749271579,1139.89102417045,17.2499043109462,"Jack O'Lantern",16,578.419479029561,"medium"
"2019-P","1377",259.623046477684,"Ogata, Katsuhiko","Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Max",16,116.830370914958,"light"
"2013-P","1138",353.760123803757,"Sano, Takeshi",NA,"Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Champion",16,159.192055711691,"light"
"2017-P","1258",343.586982531724,"Johnston, Art","Gentilly","Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Autumn Gold",16,154.614142139276,"light"
"2021-P","1160",246.010812250438,"Nieuwenhoff, Larissa","Steam Mill","Nova Scotia","Canada","Joe King Memorial Giant Pumpkin Weigh-off",NA,NA,220.098990567369,233.976071215496,3.99660122212506,"Blue Hubbard",16,110.704865512697,"light"
"2016-P","917",715.26565022727,"Nibu, Kanehiro","Hokuto, Yamanashi","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Casper",16,321.869542602272,"light"
"2018-P","1593",153.020836009231,"Mori, Atsuo","Fukuoka","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Jack O'Lantern",16,68.8593762041541,"light"
"2015-P","1535",271.677745489648,"McLean Sr, Cliff","Cocagne","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.",NA,NA,247.600119922582,307.735519281549,0,"Prizewinner",16,122.254985470342,"light"
"2015-P","1477",312.355698528098,"Ardenti, Mario","Sinalunga","Other","Italy","Campionato dello Zuccone","1254 Bartoli","Open",242.594310596162,320.410844034695,0,"Jack O'Lantern",16,140.560064337644,"light"
"2015-P","EXH",899.119630422311,"Ward, Ed","Landmark","Manitoba","Canada","Roland Pumpkin Fair",NA,NA,0,0,0,"Casper",16,404.60383369004,"light"
"2017-P","372",1166.02508875925,"Wray, Ron & Aaron","Lemieux","Quebec","Canada","Bracebridge Agriculture Society Fall Fair","1463 Hoelke","2145 McMullen",355.114594374401,1156.09049130197,3.98855875704233,"Cinderella",16,524.71128994166,"medium"
"2013-P","553",838.958837856165,"Lobay, Robert","St. Thomas","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off","1684.5 Delaney","Self",330.801536568178,766.108498016092,10.0786406983338,"Champion",16,377.531477035274,"light"
"2018-P","1648",126.423550973811,"Hashimoto, Dai","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Max",16,56.8905979382148,"light"
"2020-P","390",1158.26119132501,"Twelves, Lexi","North Bay","Ontario","Canada","Port Elgin Pumpkinfest (Sunday)","1760 Bryson","2138 Ceja",372.388980054453,NA,0,"Big Moose",16,521.217536096256,"medium"
"2014-P","1018",597.974561207301,"Zucchelli, Michael","Arezzo","Other","Italy","Festa della zucca di sale","1753 bryson","self",307.573801469512,631.881561183729,0,"Champion",16,269.088552543286,"light"
"2016-P","1466",223.534830701732,"Ansems, Fred","Airdrie","Alberta","Canada","Great White North Pumpkin Weigh-off and Fair",NA,NA,0,0,0,"Autumn Gold",16,100.59067381578,"light"
"2015-P","1789",28.2356904612224,"Horikawa, Masaru","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",16,12.7060607075501,"light"
"2014-P","402",1116.34970198197,"Jammer, Mike","Goodwood","Ontario","Canada","Bracebridge Agriculture Society Fall Fair","1770 Jarvis","1317 Clements",378.800449040477,1046.59355649507,7.30050685891193,"Blue Hubbard",16,502.357365891888,"medium"
"2014-P","246",1487.56711429436,"Kyle, Norm","Scarborough","Ontario","Canada","Port Elgin Pumpkinfest","2009 Wallace","2009 Wallace",432.724603065364,1590.84448317373,0,"Champion",16,669.405201432464,"medium"
"2016-P","1415",289.084878297911,"Patrouille, Patch","Becancour","Quebec","Canada","Potirothon de Gentilly","1280 Tessier 15","Self",226.497059454672,259.937041091018,11.9880560997165,"Rouge Vif d’Etampes",16,130.08819523406,"light"
"2018-P","1087",557.415899048012,"Bell, Christoper",NA,"Nova Scotia","Canada","AVGVG Glad Gardens","1298 Reid","2002 Tobeck",205.320891336051,226.752221872315,100,"Atlantic Giant",16,250.837154571605,"light"
"2019-P","236",1323.04713745357,"Zwicker, Jeremy","Steam Mill","Nova Scotia","Canada","AVGVG Glad Gardens","2118 Jutas","1297 (est) Fred Ansems",383.990323267077,1319.98910021758,3.97039831593105,"Cinderella",16,595.371211854106,"medium"
"2016-P","1415",282.719460538466,"McLaughlin, Andre","Sainte-Anne-Du-Sault","Quebec","Canada","Potirothon de Gentilly","1280 Tessier 15","Self",230.797268523963,253.216932456408,11.5899433034499,"Howden",16,127.22375724231,"light"
"2014-P","1524",215.084335285614,"Hain, Fred","Fort Saskatchewan","Alberta","Canada","Great White North Pumpkin Weigh-off and Fair",NA,NA,0,0,0,"Prizewinner",16,96.7879508785264,"light"
"2015-P","1422",345.304358900688,"Warner, Jeff","Tracadie","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.",NA,NA,251.375020950336,387.050528482488,0,"Spirit",16,155.386961505309,"light"
"2015-P","652",1011.52850071098,"Langridge, Shannon","Waterville","Nova Scotia","Canada","AVGVG Glad Gardens","1389 Northrup","2323 Mieier",371.226021228721,894.834331659974,4.84430297420003,"Champion",16,455.187825319941,"medium"
"2018-P","308",1230.36230961343,"McKay, Kelty","Steam Mill","Nova Scotia","Canada","AVGVG Glad Gardens","1180 Reid","1180 Reid",384.256885727027,1245.94784100809,0,"Howden",16,553.663039326045,"medium"
"2019-P","1401",232.558395280018,"Carley, Scott","Shawville","Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Connecticut Field",16,104.651277876008,"light"
"2014-P","637",963.698814107792,"Tingley, Daryl","Auburn","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off","1442.5 Matessa","1623.5 Wallace",328.142854317497,882.427754266182,7.55375459510367,"Cinderella",16,433.664466348506,"light"
"2014-P","1172",502.254935242813,"Chan, Dave","North Alton","Nova Scotia","Canada","Joe King Memorial Giant Pumpkin Weigh-off",NA,NA,285.266947449683,532.519919270632,0,"Blue Hubbard",16,226.014720859266,"light"
"2020-P","1018",435.676501866324,"Ewan, Jake","Stickney","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.","1008 Losier",NA,252.748003098698,431.190394091339,2.02151852032813,"Howden",16,196.054425839846,"light"
"2021-P","683",760.62888066243,"Cleaview, Acres",NA,"Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Early Giant",16,342.282996298094,"light"
"2018-P","126",1627.7625657059,"Poirier, Benoit","Clinton","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off","1836 Toebek","2363 Holland",414.597310169129,1577.62989522354,7.83670837818266,"Champion",16,732.493154567654,"heavy"
"2017-P","1503",130.627250439916,"Banman, Cornie","Gentilly","Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Atlantic Giant",16,58.7822626979621,"light"
"2018-P","680",830.308043567585,"Barber, Frank","Halifax","Nova Scotia","Canada","The Great Howard Dill Giant Pumpkin Classic","1405 Kline","self",0,0,0,"Jack O'Lantern",16,373.638619605413,"light"
"2014-P","440",1119.40672333675,"Petricci, Ass. Campanile Petricci","Arezzo","Other","Italy","Festa della zucca di sale","1022 agnelli","open",369.534460134026,1201.45505357904,0,"Connecticut Field",16,503.733025501536,"medium"
"2020-P","550",950.178848298306,"Zucchelli, Michael","Castelfiorentio","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,362.920118990855,1018.87787529064,0,"Prizewinner",16,427.580481734238,"light"
"2016-P","552",1144.03402244967,"Naqvi, Rae","Mill Creek","Nova Scotia","Canada","The Great Howard Dill Giant Pumpkin Classic","1832 Midthum","1873 Steil",363.450673552458,1201.3395608944,0,"Jack O'Lantern",16,514.81531010235,"medium"
"2016-P","1045",597.590444608865,"Matesa, John","Halifax","Nova Scotia","Canada","The Great Howard Dill Giant Pumpkin Classic","400 Crowell","289 Dill",0,0,0,"Casper",16,268.915700073989,"light"
"2018-P","515",1085.95076276961,"Bentz, Dale","MillVille","Nova Scotia","Canada","The Great Howard Dill Giant Pumpkin Classic","1806 Hoelke","2003 Haist",369.283458561702,1014.06356227528,3.12921194539141,"Connecticut Field",16,488.677843246323,"medium"
"2015-P","827",730.676757155093,"Ebbett, Charles","Slate River","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off","377 Zunino","1561 Reeb",319.777025789046,764.605281061568,0,"Casper",16,328.804540719792,"light"
"2018-P","680",857.224226886419,"Turner, Sean & Kodiak","Steam Mill","Nova Scotia","Canada","The Great Howard Dill Giant Pumpkin Classic","1405 Kline","self",0,0,0,"Jack O'Lantern",16,385.750902098888,"light"
"2020-P","1330",86.5568530691699,"Naka, Yoichi","Kuwana, Mie","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,NA,"Big Max",16,38.9505838811264,"light"
"2015-P","997",728.166289811406,"Ansems, Andrew","Scarborough","Ontario","Canada","Erin Fall Fair Giant Pumpkin Weigh-off","515 Robertson","225est Jammer",317.366798683177,726.586601447494,2.04070289399728,"Spirit",16,327.674830415133,"light"
"2016-P","1448",258.348412453512,"Tosoni, Matteo","Castelfiorentino","Tuscany","Italy","Pesa la Zucca! Foiano",NA,NA,246.789139997288,281.500266032516,0,"Big Moose",16,116.256785604081,"light"
"2014-P","1518",213.750118446822,"Ansems, Frank","Haut-Sheila","New Brunswick","Canada","Le Festival Provincial de la Citrouille geante de Neguac Inc.",NA,NA,0,NA,0,"Big Max",16,96.1875533010699,"light"
"2015-P","1485",335.059567569675,"Dettweiler, Paul","St-Tite","Quebec","Canada","Potirothon de Gentilly",NA,NA,0,0,0,"Champion",16,150.776805406354,"light"
"2015-P","319",1263.40789924468,"Slepicka, Brad","Hanover","Ontario","Canada","Huglis Blueberry Ranch","1236 SPROULE","SELF",390.552622961265,1207.22936615697,0,"Jack O'Lantern",16,568.533554660107,"medium"
"2015-P","1280",448.522441097405,"Camparmo, Maurizo","Cambridge","Ontario","Canada","Wallaceburg Kinsmen",NA,NA,0,0,0,"Big Max",16,201.835098493832,"light"
"2016-P","901",710.985699300605,"King, Joe","Schanzenfeld","Manitoba","Canada","Roland Pumpkin Fair",NA,NA,313.741626227881,684.151445330928,0,"Autumn Gold",16,319.943564685272,"light"
"2017-P","1431",217.180372934669,"Ferguson, Paul","St. Thomas","Ontario","Canada","Thunder Bay District Giant Pumpkin Growers",NA,NA,216.253480578158,215.13693161021,0,"Prizewinner",16,97.731167820601,"light"
